"id","trial","trial_index","abstract","treatment","treatment_string","general_topic","abstract_title","abstract_text","stimulus","decision1_resp","decision1_rt","for_resp","for_resp_factor","for_rt","decision2_resp","decision2_rt","rethink_resp","rethink_rt","read1_rt","read2_rt","study_duration_minutes"
37,14,84,13,-1,"progressive","British Empire","Legacies of colonial inequality","In recent years, the British Empire has once again become a significant focus of attention. This article critically examines the narrative that portrays the British Empire as a benign modernizing force. While acknowledging the spread of steam power, telegraphs, and engineering attributed to the Empire, the paper argues that these advancements were often at the expense of subjected populations and accompanied by exploitation and injustice. The authors question the assertion that the Empire laid the foundations for global peace and development, pointing to the enduring legacies of inequality and disruption in former colonies. By reassessing the so-called positive impacts, this analysis highlights the complex and often detrimental effects of imperial dominance on the modern world.","text/13a.html_decision1",70,13207,4,5,3083,70,2996,0,2698,21336,NA,15.4192833333333
1,3,17,13,1,"conservative","British Empire","Legacies of a benign modernizing force","In recent years, the British Empire has once again become a significant focus of attention. In this article, the authors challenge conventional assumptions of the British Empire, arguing that it was a major force in global modernization. Highlighting the Empire's role in spreading steam power, telegraphs, and engineering, the authors contends that the British Empire was instrumental in pioneering free trade, the rule of law, and global communications networks. Despite acknowledging the Empire's shortcomings, especially in its early years, the authors assert that its impact was largely positive, providing a stable framework for global peace and development that was superior to any contemporary alternatives.","text/13b.html_decision1",90,2382,6,7,2269,99,6787,0,1694,22636,NA,18.2111333333333
52,10,67,13,-1,"progressive","British Empire","Legacies of colonial inequality","In recent years, the British Empire has once again become a significant focus of attention. This article critically examines the narrative that portrays the British Empire as a benign modernizing force. While acknowledging the spread of steam power, telegraphs, and engineering attributed to the Empire, the paper argues that these advancements were often at the expense of subjected populations and accompanied by exploitation and injustice. The authors question the assertion that the Empire laid the foundations for global peace and development, pointing to the enduring legacies of inequality and disruption in former colonies. By reassessing the so-called positive impacts, this analysis highlights the complex and often detrimental effects of imperial dominance on the modern world.","text/13a.html_decision1",39,8226,4,5,3733,59,1735,1,751,18491,2788,56.4502666666667
48,14,96,13,1,"conservative","British Empire","Legacies of a benign modernizing force","In recent years, the British Empire has once again become a significant focus of attention. In this article, the authors challenge conventional assumptions of the British Empire, arguing that it was a major force in global modernization. Highlighting the Empire's role in spreading steam power, telegraphs, and engineering, the authors contends that the British Empire was instrumental in pioneering free trade, the rule of law, and global communications networks. Despite acknowledging the Empire's shortcomings, especially in its early years, the authors assert that its impact was largely positive, providing a stable framework for global peace and development that was superior to any contemporary alternatives.","text/13b.html_decision1",10,2295,3,4,2771,11,2116,1,978,8510,955,80.1885666666667
73,12,72,13,1,"conservative","British Empire","Legacies of a benign modernizing force","In recent years, the British Empire has once again become a significant focus of attention. In this article, the authors challenge conventional assumptions of the British Empire, arguing that it was a major force in global modernization. Highlighting the Empire's role in spreading steam power, telegraphs, and engineering, the authors contends that the British Empire was instrumental in pioneering free trade, the rule of law, and global communications networks. Despite acknowledging the Empire's shortcomings, especially in its early years, the authors assert that its impact was largely positive, providing a stable framework for global peace and development that was superior to any contemporary alternatives.","text/13b.html_decision1",80,4025,2,3,3434,58,2397,1,1271,25724,36694,12.8285666666667
39,3,19,13,-1,"progressive","British Empire","Legacies of colonial inequality","In recent years, the British Empire has once again become a significant focus of attention. This article critically examines the narrative that portrays the British Empire as a benign modernizing force. While acknowledging the spread of steam power, telegraphs, and engineering attributed to the Empire, the paper argues that these advancements were often at the expense of subjected populations and accompanied by exploitation and injustice. The authors question the assertion that the Empire laid the foundations for global peace and development, pointing to the enduring legacies of inequality and disruption in former colonies. By reassessing the so-called positive impacts, this analysis highlights the complex and often detrimental effects of imperial dominance on the modern world.","text/13a.html_decision1",49,12617,4,5,4448,50,4643,1,4046,33591,12049,23.8372666666667
51,10,61,13,1,"conservative","British Empire","Legacies of a benign modernizing force","In recent years, the British Empire has once again become a significant focus of attention. In this article, the authors challenge conventional assumptions of the British Empire, arguing that it was a major force in global modernization. Highlighting the Empire's role in spreading steam power, telegraphs, and engineering, the authors contends that the British Empire was instrumental in pioneering free trade, the rule of law, and global communications networks. Despite acknowledging the Empire's shortcomings, especially in its early years, the authors assert that its impact was largely positive, providing a stable framework for global peace and development that was superior to any contemporary alternatives.","text/13b.html_decision1",0,1988,5,6,2480,0,2198,0,999,22186,NA,39.1102833333333
35,5,29,13,1,"conservative","British Empire","Legacies of a benign modernizing force","In recent years, the British Empire has once again become a significant focus of attention. In this article, the authors challenge conventional assumptions of the British Empire, arguing that it was a major force in global modernization. Highlighting the Empire's role in spreading steam power, telegraphs, and engineering, the authors contends that the British Empire was instrumental in pioneering free trade, the rule of law, and global communications networks. Despite acknowledging the Empire's shortcomings, especially in its early years, the authors assert that its impact was largely positive, providing a stable framework for global peace and development that was superior to any contemporary alternatives.","text/13b.html_decision1",20,2822,6,7,6067,19,4212,0,1148,18909,NA,17.6402833333333
76,6,37,13,1,"conservative","British Empire","Legacies of a benign modernizing force","In recent years, the British Empire has once again become a significant focus of attention. In this article, the authors challenge conventional assumptions of the British Empire, arguing that it was a major force in global modernization. Highlighting the Empire's role in spreading steam power, telegraphs, and engineering, the authors contends that the British Empire was instrumental in pioneering free trade, the rule of law, and global communications networks. Despite acknowledging the Empire's shortcomings, especially in its early years, the authors assert that its impact was largely positive, providing a stable framework for global peace and development that was superior to any contemporary alternatives.","text/13b.html_decision1",69,4141,4,5,3348,79,4374,0,2578,16419,NA,18.2267166666667
38,8,51,13,-1,"progressive","British Empire","Legacies of colonial inequality","In recent years, the British Empire has once again become a significant focus of attention. This article critically examines the narrative that portrays the British Empire as a benign modernizing force. While acknowledging the spread of steam power, telegraphs, and engineering attributed to the Empire, the paper argues that these advancements were often at the expense of subjected populations and accompanied by exploitation and injustice. The authors question the assertion that the Empire laid the foundations for global peace and development, pointing to the enduring legacies of inequality and disruption in former colonies. By reassessing the so-called positive impacts, this analysis highlights the complex and often detrimental effects of imperial dominance on the modern world.","text/13a.html_decision1",37,4039,4,5,2720,30,2175,0,2503,18283,NA,18.5516666666667
50,17,102,13,1,"conservative","British Empire","Legacies of a benign modernizing force","In recent years, the British Empire has once again become a significant focus of attention. In this article, the authors challenge conventional assumptions of the British Empire, arguing that it was a major force in global modernization. Highlighting the Empire's role in spreading steam power, telegraphs, and engineering, the authors contends that the British Empire was instrumental in pioneering free trade, the rule of law, and global communications networks. Despite acknowledging the Empire's shortcomings, especially in its early years, the authors assert that its impact was largely positive, providing a stable framework for global peace and development that was superior to any contemporary alternatives.","text/13b.html_decision1",10,3521,5,6,2101,0,2071,0,1447,41604,NA,25.6168833333333
53,4,25,13,-1,"progressive","British Empire","Legacies of colonial inequality","In recent years, the British Empire has once again become a significant focus of attention. This article critically examines the narrative that portrays the British Empire as a benign modernizing force. While acknowledging the spread of steam power, telegraphs, and engineering attributed to the Empire, the paper argues that these advancements were often at the expense of subjected populations and accompanied by exploitation and injustice. The authors question the assertion that the Empire laid the foundations for global peace and development, pointing to the enduring legacies of inequality and disruption in former colonies. By reassessing the so-called positive impacts, this analysis highlights the complex and often detrimental effects of imperial dominance on the modern world.","text/13a.html_decision1",71,2479,4,5,3325,60,4665,0,5698,34321,NA,19.9870833333333
49,12,73,13,1,"conservative","British Empire","Legacies of a benign modernizing force","In recent years, the British Empire has once again become a significant focus of attention. In this article, the authors challenge conventional assumptions of the British Empire, arguing that it was a major force in global modernization. Highlighting the Empire's role in spreading steam power, telegraphs, and engineering, the authors contends that the British Empire was instrumental in pioneering free trade, the rule of law, and global communications networks. Despite acknowledging the Empire's shortcomings, especially in its early years, the authors assert that its impact was largely positive, providing a stable framework for global peace and development that was superior to any contemporary alternatives.","text/13b.html_decision1",90,7729,6,7,3207,90,3128,1,915,13019,18908,24.3197
36,10,60,13,-1,"progressive","British Empire","Legacies of colonial inequality","In recent years, the British Empire has once again become a significant focus of attention. This article critically examines the narrative that portrays the British Empire as a benign modernizing force. While acknowledging the spread of steam power, telegraphs, and engineering attributed to the Empire, the paper argues that these advancements were often at the expense of subjected populations and accompanied by exploitation and injustice. The authors question the assertion that the Empire laid the foundations for global peace and development, pointing to the enduring legacies of inequality and disruption in former colonies. By reassessing the so-called positive impacts, this analysis highlights the complex and often detrimental effects of imperial dominance on the modern world.","text/13a.html_decision1",45,3123,5,6,1901,54,2857,0,783,39426,NA,59.5055166666667
34,14,95,13,-1,"progressive","British Empire","Legacies of colonial inequality","In recent years, the British Empire has once again become a significant focus of attention. This article critically examines the narrative that portrays the British Empire as a benign modernizing force. While acknowledging the spread of steam power, telegraphs, and engineering attributed to the Empire, the paper argues that these advancements were often at the expense of subjected populations and accompanied by exploitation and injustice. The authors question the assertion that the Empire laid the foundations for global peace and development, pointing to the enduring legacies of inequality and disruption in former colonies. By reassessing the so-called positive impacts, this analysis highlights the complex and often detrimental effects of imperial dominance on the modern world.","text/13a.html_decision1",56,2067,4,5,2365,59,1697,1,1083,14774,3262,23.3266333333333
19,12,71,14,-1,"progressive","Dutch Economic Policy","Pro Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly positive impact on Dutch economics due to its ability to address immediate economic challenges and stabilize the economy during a period of global uncertainty.","text/14a.html_decision1",60,2240,4,5,1424,60,1791,0,1239,38431,NA,15.3829166666667
20,14,83,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",9,3207,6,7,2222,10,3823,0,878,29971,NA,31.7443833333333
25,8,48,14,-1,"progressive","Dutch Economic Policy","Pro Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly positive impact on Dutch economics due to its ability to address immediate economic challenges and stabilize the economy during a period of global uncertainty.","text/14a.html_decision1",74,5316,4,5,2784,74,12477,0,2724,115546,NA,44.7174833333333
18,1,5,14,-1,"progressive","Dutch Economic Policy","Pro Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly positive impact on Dutch economics due to its ability to address immediate economic challenges and stabilize the economy during a period of global uncertainty.","text/14a.html_decision1",80,11919,4,5,7535,65,6135,1,28846,48731,33507,24.1999833333333
62,13,89,14,-1,"progressive","Dutch Economic Policy","Pro Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly positive impact on Dutch economics due to its ability to address immediate economic challenges and stabilize the economy during a period of global uncertainty.","text/14a.html_decision1",28,1765,5,6,2604,28,2512,1,756,21533,783,14.1099666666667
16,17,102,14,-1,"progressive","Dutch Economic Policy","Pro Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly positive impact on Dutch economics due to its ability to address immediate economic challenges and stabilize the economy during a period of global uncertainty.","text/14a.html_decision1",40,2205,6,7,2508,30,1347,0,910,34662,NA,29.1092333333333
10,8,54,14,-1,"progressive","Dutch Economic Policy","Pro Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly positive impact on Dutch economics due to its ability to address immediate economic challenges and stabilize the economy during a period of global uncertainty.","text/14a.html_decision1",100,2518,6,7,2175,100,2323,1,1424,4934,981,16.1347333333333
13,11,66,14,-1,"progressive","Dutch Economic Policy","Pro Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly positive impact on Dutch economics due to its ability to address immediate economic challenges and stabilize the economy during a period of global uncertainty.","text/14a.html_decision1",45,1925,4,5,2221,43,1543,0,1177,31681,NA,17.9572666666667
26,11,65,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",70,2047,6,7,2142,70,3519,0,750,22985,NA,18.1592166666667
15,12,78,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",39,4231,5,6,2232,40,2744,0,2948,19248,NA,18.1564333333333
9,8,47,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",90,4903,6,7,4728,89,4646,0,3183,66690,NA,36.6534166666667
29,12,82,14,-1,"progressive","Dutch Economic Policy","Pro Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly positive impact on Dutch economics due to its ability to address immediate economic challenges and stabilize the economy during a period of global uncertainty.","text/14a.html_decision1",60,6115,3,4,4168,71,2332,1,1495,34130,20164,31.0823
17,8,48,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",70,4388,4,5,4917,70,3307,0,5138,25831,NA,23.4265333333333
63,9,60,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",69,2507,4,5,3835,59,1878,1,934,22638,12710,17.3092666666667
32,3,19,14,-1,"progressive","Dutch Economic Policy","Pro Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly positive impact on Dutch economics due to its ability to address immediate economic challenges and stabilize the economy during a period of global uncertainty.","text/14a.html_decision1",70,3103,4,5,2463,70,3792,0,2414,33171,NA,24.216
24,16,95,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",59,4063,5,6,2536,59,2495,0,2054,33917,NA,23.4921166666667
12,6,37,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",29,2424,3,4,3069,30,1582,0,1340,69011,NA,30.9255333333333
23,10,61,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",60,3251,2,3,3946,59,2092,0,2211,27251,NA,20.5513333333333
31,17,115,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",50,3717,2,3,4485,30,4389,1,1433,21140,14248,28.1291666666667
73,3,17,14,-1,"progressive","Dutch Economic Policy","Pro Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly positive impact on Dutch economics due to its ability to address immediate economic challenges and stabilize the economy during a period of global uncertainty.","text/14a.html_decision1",97,2282,6,7,1936,97,1912,0,1346,21348,NA,12.8285666666667
30,1,5,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",70,16599,4,5,9735,70,11583,0,22727,41447,NA,25.6369333333333
61,5,29,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",79,3881,0,1,3242,79,5662,0,1541,8662,NA,8.6141
14,10,60,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",69,2572,3,4,2643,53,6792,0,3171,28506,NA,18.5198833333333
64,17,110,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",78,9816,4,5,1832,80,1959,1,1831,27446,23458,30.2517166666667
21,17,102,14,-1,"progressive","Dutch Economic Policy","Pro Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly positive impact on Dutch economics due to its ability to address immediate economic challenges and stabilize the economy during a period of global uncertainty.","text/14a.html_decision1",59,5232,5,6,2335,60,1517,0,717,14762,NA,13.24535
5,6,36,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",39,2997,2,3,1588,39,1612,0,843,29973,NA,16.3190333333333
75,7,43,14,-1,"progressive","Dutch Economic Policy","Pro Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly positive impact on Dutch economics due to its ability to address immediate economic challenges and stabilize the economy during a period of global uncertainty.","text/14a.html_decision1",2,3475,6,7,2375,0,2270,0,1401,11441,NA,9.37248333333333
8,1,5,14,-1,"progressive","Dutch Economic Policy","Pro Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly positive impact on Dutch economics due to its ability to address immediate economic challenges and stabilize the economy during a period of global uncertainty.","text/14a.html_decision1",65,20004,1,2,5159,0,16574,1,20751,24007,10249,18.27305
28,14,83,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",60,2631,4,5,2086,60,2096,0,1579,24257,NA,24.19875
66,7,47,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",67,5893,3,4,1774,75,12465,1,1054,14906,7000,19.6713333333333
70,4,23,14,1,"conservative","Dutch Economic Policy","Contra Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly negative impact on Dutch economics due to its short-term focus, which led to increased government debt and inflationary pressures.","text/14b.html_decision1",76,13074,5,6,5410,69,7846,0,1660,14671,NA,18.6958666666667
7,4,24,14,-1,"progressive","Dutch Economic Policy","Pro Keynesianism","Reflecting on the role of Keynesianism in Dutch economic politics during the early 1970s, this article highlights the period's temporary shift towards expansionary fiscal policies. Despite a longstanding commitment to budgetary restraint and monetary stability, the Netherlands experienced a brief Keynesian phase, emphasizing fiscal and social welfare expansion. This phase, starting in March 1974, marked a departure from traditional monetary objectives. This paper argues that Keynesianism has had a profoundly positive impact on Dutch economics due to its ability to address immediate economic challenges and stabilize the economy during a period of global uncertainty.","text/14a.html_decision1",80,2947,4,5,3151,80,3120,0,2290,28226,NA,17.3102166666667
